Order_ID,Order_Date,Customer_ID,Customer_Name,Age,Gender,City,Product,Category,Quantity,Unit_Price,Total_Amount,Year,Month
ORD100002,2025-12-02,CUST2515,Customer_470,65,Female,Kolkata,Mobile,Electronics,9,28541.36,256872.24,2025,December
ORD100002,2025-10-14,CUST1758,Customer_335,61,Male,Patna,Mobile,Electronics,6,49997.53,299985.18,2025,October
ORD100002,2025-12-05,CUST9622,Customer_224,35,Male,Kolkata,Laptop,Electronics,3,9488.83,28466.49,2025,December
ORD100012,2025-11-21,CUST9770,Customer_494,41,Female,Mumbai,Book,Education,6,19488.23,116929.38,2025,November
ORD100012,2025-04-16,CUST1312,Customer_40,30,Male,Kolkata,Mobile,Electronics,8,18024.34,144194.72,2025,April
ORD100012,2025-05-05,CUST9642,Customer_162,51,Male,Delhi,Shoes,Fashion,3,14151.42,42454.26,2025,May
ORD100012,2025-05-02,CUST3228,Customer_209,55,Female,Patna,Chair,Furniture,6,47175.43,283052.58,2025,May
ORD100012,2025-05-06,CUST1038,Customer_454,32,Male,Patna,Rice,Grocery,5,7413.68,37068.4,2025,May
ORD100012,2025-04-24,CUST6413,Customer_490,50,Female,Patna,Shoes,Fashion,8,12042.52,96340.16,2025,April
ORD100012,2025-03-12,CUST8660,Customer_213,42,Female,Patna,Mobile,Electronics,8,25465.31,203722.48,2025,March
ORD100012,2025-08-30,CUST9307,Customer_313,36,Female,Delhi,Shoes,Fashion,10,20111.09,201110.9,2025,August
ORD100012,2025-11-30,CUST4363,Customer_161,30,Female,Delhi,Book,Education,10,40109.12,401091.2,2025,November
ORD100012,2025-10-19,CUST3508,Customer_67,31,Male,Gaya,Shoes,Fashion,1,7280.64,7280.64,2025,October
ORD100022,2025-07-24,CUST5806,Customer_103,57,Female,Mumbai,Chair,Furniture,5,6122.59,30612.95,2025,July
ORD100022,2025-03-20,CUST6504,Customer_357,34,Male,Kolkata,Laptop,Electronics,8,23770.36,190162.88,2025,March
ORD100022,2025-03-18,CUST8908,Customer_190,65,Male,Pune,Shoes,Fashion,1,2344.98,2344.98,2025,March
ORD100022,2025-10-04,CUST2903,Customer_122,31,Female,Mumbai,Book,Education,7,15396.37,107774.59,2025,October
ORD100022,2025-11-23,CUST1406,Customer_499,52,Male,Gaya,Shoes,Fashion,10,31576.5,315765.0,2025,November
ORD100022,2025-09-14,CUST8036,Customer_173,44,Male,Patna,Laptop,Electronics,2,11127.06,22254.12,2025,September
ORD100022,2025-03-16,CUST6532,Customer_348,30,Male,Pune,Rice,Grocery,7,36069.86,252489.02,2025,March
ORD100022,2025-04-10,CUST2482,Customer_183,65,Male,Mumbai,Book,Education,9,39414.46,354730.14,2025,April
ORD100022,2025-08-01,CUST2003,Customer_48,35,Female,Mumbai,Rice,Grocery,2,23837.41,47674.82,2025,August
ORD100022,2025-08-10,CUST6149,Customer_181,32,Female,Patna,Laptop,Electronics,5,14534.79,72673.95,2025,August
ORD100032,2025-08-09,CUST3212,Customer_415,33,Male,Gaya,Rice,Grocery,2,21382.16,42764.32,2025,August
ORD100032,2025-05-13,CUST5063,Customer_50,33,Female,Mumbai,Mobile,Electronics,1,15831.03,15831.03,2025,May
ORD100032,2025-10-22,CUST9565,Customer_350,21,Female,Mumbai,Book,Education,8,21791.66,174333.28,2025,October
ORD100032,2025-12-04,CUST9325,Customer_352,44,Female,Mumbai,Laptop,Electronics,5,17556.08,87780.4,2025,December
ORD100032,2025-05-03,CUST4002,Customer_388,18,Female,Gaya,Laptop,Electronics,5,46822.84,234114.2,2025,May
ORD100032,2025-03-08,CUST8975,Customer_315,36,Female,Gaya,Mobile,Electronics,4,47896.7,191586.8,2025,March
ORD100032,2025-02-20,CUST5869,Customer_415,23,Male,Delhi,Chair,Furniture,7,40746.79,285227.53,2025,February
ORD100032,2025-10-20,CUST7249,Customer_144,29,Male,Kolkata,Rice,Grocery,4,4794.08,19176.32,2025,October
ORD100042,2025-04-21,CUST7988,Customer_383,39,Female,Mumbai,Shoes,Fashion,1,3992.85,3992.85,2025,April
ORD100042,2025-04-20,CUST6938,Customer_344,43,Female,Kolkata,Mobile,Electronics,4,29915.72,119662.88,2025,April
ORD100042,2025-09-22,CUST3006,Customer_256,58,Male,Patna,Chair,Furniture,6,16521.44,99128.64,2025,September
ORD100042,2025-05-11,CUST4943,Customer_198,34,Male,Mumbai,Rice,Grocery,2,6210.24,12420.48,2025,May
ORD100042,2025-09-02,CUST4750,Customer_78,42,Female,Delhi,Mobile,Electronics,2,47649.61,95299.22,2025,September
ORD100042,2025-10-25,CUST2705,Customer_117,55,Male,Kolkata,Mobile,Electronics,5,24854.05,124270.25,2025,October
ORD100052,2025-02-27,CUST1557,Customer_87,39,Female,Mumbai,Chair,Furniture,6,20561.97,123371.82,2025,February
ORD100052,2025-09-09,CUST2062,Customer_254,58,Male,Patna,Book,Education,10,49367.75,493677.5,2025,September
ORD100052,2025-06-08,CUST9203,Customer_70,33,Male,Delhi,Laptop,Electronics,6,4656.1,27936.6,2025,June
ORD100052,2025-07-07,CUST8053,Customer_408,58,Male,Delhi,Rice,Grocery,7,42345.82,296420.74,2025,July
ORD100052,2025-04-16,CUST1017,Customer_387,42,Female,Pune,Shoes,Fashion,7,37747.24,264230.68,2025,April
ORD100052,2025-11-16,CUST2690,Customer_11,26,Male,Delhi,Book,Education,2,33304.17,66608.34,2025,November
ORD100062,2025-01-15,CUST2411,Customer_292,47,Female,Mumbai,Mobile,Electronics,5,36809.08,184045.4,2025,January
ORD100062,2025-11-08,CUST2350,Customer_205,46,Male,Pune,Mobile,Electronics,4,25292.97,101171.88,2025,November
ORD100062,2025-07-06,CUST9745,Customer_48,27,Male,Mumbai,Shoes,Fashion,1,29263.26,29263.26,2025,July
ORD100062,2025-07-15,CUST6236,Customer_312,43,Female,Kolkata,Laptop,Electronics,3,5679.91,17039.73,2025,July
ORD100062,2025-05-16,CUST5386,Customer_125,47,Male,Gaya,Rice,Grocery,9,27164.06,244476.54,2025,May
ORD100062,2025-07-25,CUST8065,Customer_92,53,Male,Kolkata,Mobile,Electronics,10,8905.49,89054.9,2025,July
ORD100062,2025-01-30,CUST8841,Customer_407,36,Female,Patna,Book,Education,10,17406.52,174065.2,2025,January
ORD100062,2025-02-25,CUST5871,Customer_335,39,Female,Delhi,Chair,Furniture,5,27366.58,136832.9,2025,February
ORD100072,2025-08-15,CUST9017,Customer_51,26,Female,Delhi,Book,Education,8,13645.41,109163.28,2025,August
ORD100072,2025-10-21,CUST1808,Customer_150,56,Male,Patna,Chair,Furniture,8,27337.64,218701.12,2025,October
ORD100072,2025-06-19,CUST4958,Customer_160,45,Male,Gaya,Rice,Grocery,3,8572.65,25717.95,2025,June
ORD100072,2025-12-04,CUST7587,Customer_223,27,Male,Pune,Laptop,Electronics,9,45419.62,408776.58,2025,December
ORD100072,2025-12-30,CUST8430,Customer_277,45,Male,Gaya,Laptop,Electronics,2,8883.45,17766.9,2025,December
ORD100072,2025-04-14,CUST9846,Customer_298,58,Female,Patna,Book,Education,6,10784.64,64707.84,2025,April
ORD100072,2025-01-01,CUST4706,Customer_34,62,Female,Delhi,Rice,Grocery,1,35862.34,35862.34,2025,January
ORD100082,2025-08-21,CUST5607,Customer_265,61,Female,Gaya,Rice,Grocery,1,13129.64,13129.64,2025,August
ORD100082,2025-03-05,CUST8211,Customer_62,19,Female,Gaya,Chair,Furniture,9,45747.37,411726.33,2025,March
ORD100082,2025-10-24,CUST7484,Customer_478,36,Male,Gaya,Book,Education,9,24828.05,223452.45,2025,October
ORD100082,2025-03-07,CUST7911,Customer_7,59,Male,Delhi,Mobile,Electronics,8,17841.4,142731.2,2025,March
ORD100082,2025-03-17,CUST2290,Customer_195,56,Male,Mumbai,Book,Education,4,12169.49,48677.96,2025,March
ORD100082,2025-12-17,CUST1246,Customer_165,59,Female,Kolkata,Mobile,Electronics,6,349.06,2094.36,2025,December
ORD100082,2025-04-16,CUST3689,Customer_179,44,Female,Delhi,Laptop,Electronics,8,20498.74,163989.92,2025,April
ORD100092,2025-12-15,CUST7037,Customer_45,34,Male,Mumbai,Rice,Grocery,9,45000.49,405004.41,2025,December
ORD100092,2025-12-24,CUST8578,Customer_154,48,Male,Kolkata,Laptop,Electronics,2,3455.06,6910.12,2025,December
ORD100092,2025-04-28,CUST6618,Customer_311,19,Male,Pune,Shoes,Fashion,8,28874.64,230997.12,2025,April
ORD100092,2025-11-07,CUST4650,Customer_370,32,Male,Delhi,Shoes,Fashion,3,47917.49,143752.47,2025,November
ORD100092,2025-11-12,CUST7277,Customer_320,62,Female,Mumbai,Shoes,Fashion,7,41677.34,291741.38,2025,November
ORD100092,2025-02-13,CUST5232,Customer_395,54,Male,Gaya,Mobile,Electronics,2,31217.12,62434.24,2025,February
ORD100102,2025-10-05,CUST7588,Customer_67,47,Male,Pune,Rice,Grocery,4,6974.66,27898.64,2025,October
ORD100102,2025-12-19,CUST5005,Customer_176,20,Female,Kolkata,Book,Education,9,19437.88,174940.92,2025,December
ORD100102,2025-01-14,CUST3210,Customer_15,43,Female,Mumbai,Laptop,Electronics,9,13617.93,122561.37,2025,January
ORD100102,2025-12-12,CUST5926,Customer_308,54,Male,Gaya,Chair,Furniture,8,38897.58,311180.64,2025,December
ORD100102,2025-11-23,CUST3809,Customer_394,44,Female,Gaya,Book,Education,6,8547.07,51282.42,2025,November
ORD100102,2025-10-26,CUST2079,Customer_35,44,Male,Mumbai,Chair,Furniture,7,46263.01,323841.07,2025,October
ORD100102,2025-08-09,CUST4881,Customer_389,32,Male,Patna,Book,Education,2,2814.55,5629.1,2025,August
ORD100102,2025-03-20,CUST6707,Customer_420,33,Male,Pune,Mobile,Electronics,8,41112.05,328896.4,2025,March
ORD100102,2025-09-18,CUST2796,Customer_471,29,Male,Patna,Book,Education,4,36826.88,147307.52,2025,September
ORD100112,2025-09-04,CUST9882,Customer_103,28,Female,Kolkata,Laptop,Electronics,6,5533.0,33198.0,2025,September
ORD100112,2025-03-01,CUST3001,Customer_341,32,Male,Gaya,Laptop,Electronics,3,2638.97,7916.91,2025,March
ORD100112,2025-01-17,CUST5433,Customer_355,49,Male,Delhi,Book,Education,4,25002.72,100010.88,2025,January
ORD100112,2025-03-27,CUST9354,Customer_241,46,Female,Patna,Rice,Grocery,2,21391.19,42782.38,2025,March
ORD100112,2025-09-18,CUST2871,Customer_8,33,Female,Delhi,Chair,Furniture,4,36875.19,147500.76,2025,September
ORD100052,2025-01-22,CUST3194,Customer_114,34,Male,Kolkata,Book,Education,2,25795.55,51591.1,2025,January
ORD100122,2025-05-19,CUST9563,Customer_166,24,Male,Gaya,Book,Education,8,4391.72,35133.76,2025,May
ORD100122,2025-12-22,CUST2286,Customer_298,39,Female,Patna,Laptop,Electronics,2,18152.14,36304.28,2025,December
ORD100122,2025-06-13,CUST3677,Customer_459,34,Female,Patna,Shoes,Fashion,1,17041.21,17041.21,2025,June
ORD100122,2025-01-14,CUST6627,Customer_353,57,Male,Patna,Rice,Grocery,6,41494.43,248966.58,2025,January
ORD100122,2025-12-04,CUST6238,Customer_258,55,Male,Gaya,Rice,Grocery,10,25930.1,259301.0,2025,December
ORD100122,2025-03-04,CUST8352,Customer_400,44,Male,Gaya,Laptop,Electronics,8,26281.83,210254.64,2025,March
ORD100132,2025-03-09,CUST2870,Customer_495,33,Male,Patna,Mobile,Electronics,8,21833.32,174666.56,2025,March
ORD100132,2025-11-29,CUST4751,Customer_260,20,Male,Patna,Rice,Grocery,6,40577.1,243462.6,2025,November
ORD100132,2025-01-17,CUST7031,Customer_224,37,Female,Gaya,Shoes,Fashion,5,39039.96,195199.8,2025,January
ORD100132,2025-02-10,CUST2863,Customer_375,34,Female,Patna,Mobile,Electronics,7,18967.46,132772.22,2025,February
ORD100132,2025-03-10,CUST8298,Customer_489,45,Female,Delhi,Mobile,Electronics,10,42943.17,429431.7,2025,March
ORD100132,2025-03-21,CUST9577,Customer_302,46,Male,Mumbai,Laptop,Electronics,6,24216.91,145301.46,2025,March
ORD100132,2025-05-30,CUST3054,Customer_96,28,Female,Mumbai,Chair,Furniture,9,7093.9,63845.1,2025,May
ORD100132,2025-11-27,CUST6791,Customer_430,22,Female,Pune,Chair,Furniture,5,29748.17,148740.85,2025,November
ORD100142,2025-01-25,CUST4824,Customer_98,24,Male,Gaya,Laptop,Electronics,9,25138.42,226245.78,2025,January
ORD100142,2025-07-31,CUST1339,Customer_107,54,Male,Kolkata,Book,Education,6,33887.35,203324.1,2025,July
ORD100142,2025-03-05,CUST1113,Customer_104,33,Female,Gaya,Shoes,Fashion,6,30177.21,181063.26,2025,March
ORD100142,2025-06-30,CUST4034,Customer_271,32,Female,Kolkata,Mobile,Electronics,3,28572.4,85717.2,2025,June
ORD100142,2025-12-06,CUST6997,Customer_244,28,Male,Gaya,Mobile,Electronics,4,6898.4,27593.6,2025,December
ORD100142,2025-03-12,CUST2480,Customer_491,59,Female,Gaya,Shoes,Fashion,1,20740.93,20740.93,2025,March
ORD100142,2025-07-07,CUST8408,Customer_249,51,Female,Delhi,Mobile,Electronics,6,20416.04,122496.24,2025,July
ORD100152,2025-09-13,CUST4829,Customer_202,19,Female,Mumbai,Shoes,Fashion,8,41749.55,333996.4,2025,September
ORD100152,2025-02-08,CUST5188,Customer_286,53,Male,Gaya,Laptop,Electronics,9,48833.27,439499.43,2025,February
ORD100152,2025-06-26,CUST1928,Customer_17,30,Female,Mumbai,Mobile,Electronics,7,48642.53,340497.71,2025,June
ORD100152,2025-10-26,CUST3887,Customer_371,56,Female,Mumbai,Laptop,Electronics,4,42299.16,169196.64,2025,October
ORD100152,2025-03-18,CUST5211,Customer_215,53,Female,Patna,Book,Education,5,38233.51,191167.55,2025,March
ORD100152,2025-07-22,CUST2236,Customer_173,64,Male,Pune,Mobile,Electronics,4,6502.53,26010.12,2025,July
ORD100152,2025-08-31,CUST4137,Customer_221,36,Male,Gaya,Mobile,Electronics,2,40810.01,81620.02,2025,August
ORD100152,2025-02-16,CUST5113,Customer_271,30,Female,Kolkata,Mobile,Electronics,7,28469.0,199283.0,2025,February
ORD100162,2025-06-03,CUST9297,Customer_488,27,Female,Kolkata,Mobile,Electronics,9,22636.01,203724.09,2025,June
ORD100162,2025-11-04,CUST2295,Customer_319,57,Male,Mumbai,Book,Education,6,39830.65,238983.9,2025,November
ORD100162,2025-09-04,CUST3714,Customer_295,37,Female,Patna,Rice,Grocery,7,23674.97,165724.79,2025,September
ORD100162,2025-03-03,CUST5036,Customer_468,32,Male,Patna,Chair,Furniture,8,37436.26,299490.08,2025,March
ORD100172,2025-05-10,CUST4062,Customer_23,56,Female,Mumbai,Chair,Furniture,1,8906.18,8906.18,2025,May
ORD100172,2025-04-08,CUST4685,Customer_22,35,Male,Gaya,Rice,Grocery,9,26781.39,241032.51,2025,April
